Site,Date,Year,Season,Time,Temp.,Sal.,Depth (cm),Turb. (NTU),CDOM,chla,TOTN,TOTP,NP,Acetabularia,Batophora,Caulerpa prolifera,Chara,Chondria baileyana,Digenia,Halimeda incrassata,Halodule,Hypnea,Laurencia spp.,Penicillus,Polysiphonia,Rhizophora mangle,Ruppia,Sargassum pteropleuron,Thalassia,Udotea,Lake,Position,System,pos,pos_rev,previous sites,lat,lon,SAV,Nutrients
21,2006-11-15,2006,Wet,1320,26.1,30.1,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
14,2006-11-15,2006,Wet,1105,26.4,21.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-1",25.16636667,80.73033333,Yes,No
15,2006-11-15,2006,Wet,1230,26,24.4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-2",25.15583333,80.73878333,Yes,Yes
16,2006-11-15,2006,Wet,1155,26,27.1,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-3",25.15416667,80.73033333,Yes,No
17,2006-11-15,2006,Wet,1140,26.1,21.5,90,NA,NA,7.99,48.25,0.79,61.075949367088604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-4",25.16216667,80.7265,Yes,Yes
18,2006-11-15,2006,Wet,1210,26.3,23.5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-5",25.15833333,80.73366667,Yes,No
19,2006-11-15,2006,Wet,1250,26.8,29.2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-7",25.15033333,80.7225,Yes,Yes
20,2006-11-15,2006,Wet,1300,26.7,27.7,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-20",25.15145,80.71673333,Yes,No
2,2006-11-15,2006,Wet,NA,NA,NA,NA,NA,NA,5.3,35.91,0.43,83.51162790697674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-2",25.19333333,80.72583333,Yes,Yes
8,2006-11-15,2006,Wet,NA,NA,NA,NA,NA,NA,2.66,42.86,0.62,69.12903225806451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Lake,Middle,MCS,3,2,"R&F, 7P-9",25.17583333,80.72733333,Yes,Yes
13,2006-11-15,2006,Wet,NA,NA,NA,NA,NA,NA,5.06,47.48,0.68,69.8235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-4",25.17816667,80.74466667,Yes,Yes
15,2006-11-15,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0,0,0,0,0,57.666666666666664,0,0,0,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-2",25.15583333,80.73878333,Yes,Yes
16,2006-11-15,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-3",25.15416667,80.73033333,Yes,No
17,2006-11-15,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-4",25.16216667,80.7265,Yes,Yes
18,2006-11-15,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,35.333333333333336,0,0,0,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-5",25.15833333,80.73366667,Yes,No
19,2006-11-15,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-7",25.15033333,80.7225,Yes,Yes
20,2006-11-15,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-20",25.15145,80.71673333,Yes,No
21,2006-11-15,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0.8,0,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
31,2006-11-16,2006,Wet,1205,26.9,14.3,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-13, 31",25.18866667,80.77973333,Yes,Yes
22,2006-11-16,2006,Wet,1448,26.2,13.7,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-1",25.21333333,80.84916667,Yes,No
32,2006-11-16,2006,Wet,1245,26.9,19.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-1",25.1775,80.77216667,Yes,No
23,2006-11-16,2006,Wet,1000,25.3,13.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-3",25.20266667,80.85025,Yes,No
33,2006-11-16,2006,Wet,1320,26.9,20.3,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-6",25.17451667,80.7685,Yes,No
24,2006-11-16,2006,Wet,1015,25.3,13.5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-4, 24",25.20225,80.84338333,Yes,Yes
34,2006-11-16,2006,Wet,1335,26.9,19.2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-5, 34",25.17283333,80.76083333,Yes,Yes
35,2006-11-16,2006,Wet,1300,26.9,19.5,85,NA,NA,21.31,73.29,1.96,37.392857142857146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-8",25.17181667,80.77091667,Yes,Yes
25,2006-11-16,2006,Wet,1040,25.6,13.4,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-7, 25",25.20166667,80.80966667,Yes,No
26,2006-11-16,2006,Wet,1115,25.6,13.5,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-8",25.20083333,80.8,Yes,No
27,2006-11-16,2006,Wet,1100,25.7,13.4,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-11",25.2065,80.80633333,Yes,Yes
28,2006-11-16,2006,Wet,930,25.4,13.5,140,NA,NA,20.78,71.96,1.99,36.1608040201005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-13",25.20666667,80.8475,Yes,Yes
29,2006-11-16,2006,Wet,1130,26.3,13.6,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-10",25.19716667,80.79798333,Yes,Yes
30,2006-11-16,2006,Wet,1145,26.5,13.6,95,NA,NA,19.72,79.57,0.56,142.0892857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-12",25.19516667,80.78693333,Yes,Yes
22,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,West Lake,Upstream,ACS,4,1,"DM, WL-1",25.21333333,80.84916667,Yes,No
23,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,West Lake,Upstream,ACS,4,1,"DM, WL-3",25.20266667,80.85025,Yes,No
24,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,76.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,West Lake,Upstream,ACS,4,1,"DM, WL-4, 24",25.20225,80.84338333,Yes,Yes
25,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Lake,Upstream,ACS,4,1,"DM, WL-7, 25",25.20166667,80.80966667,Yes,No
26,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,West Lake,Upstream,ACS,4,1,"DM, WL-8",25.20083333,80.8,Yes,No
27,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Lake,Upstream,ACS,4,1,"DM, WL-11",25.2065,80.80633333,Yes,Yes
28,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,West Lake,Upstream,ACS,4,1,"DM, WL-13",25.20666667,80.8475,Yes,Yes
29,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Long Lake,Middle,ACS,3,2,"R&F, WL-10",25.19716667,80.79798333,Yes,Yes
30,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Long Lake,Middle,ACS,3,2,"R&F, WL-12",25.19516667,80.78693333,Yes,Yes
31,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Long Lake,Middle,ACS,3,2,"R&F, WL-13, 31",25.18866667,80.77973333,Yes,Yes
32,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Lungs,Downstream,ACS,2,3,"DM, Lungs-1",25.1775,80.77216667,Yes,No
33,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,88.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,The Lungs,Downstream,ACS,2,3,"DM, Lungs-6",25.17451667,80.7685,Yes,No
34,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,The Lungs,Downstream,ACS,2,3,"DM, Lungs-5, 34",25.17283333,80.76083333,Yes,Yes
35,2006-11-16,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,83.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,The Lungs,Downstream,ACS,2,3,"DM, Lungs-8",25.17181667,80.77091667,Yes,Yes
41,2006-11-24,2006,Wet,1525,21.3,30.9,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-10; R&F, W-20",25.16666667,80.80416667,Yes,No
36,2006-11-24,2006,Wet,1344,23.4,17.8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-1",25.17391667,80.79626667,Yes,No
37,2006-11-24,2006,Wet,1415,22.3,20.6,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-3",25.1704,80.79858333,Yes,No
38,2006-11-24,2006,Wet,1310,22.1,17.6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-5",25.1769,80.7963,Yes,No
40,2006-11-24,2006,Wet,1449,21.7,29.8,35,NA,NA,15.45,85.16,3.37,25.270029673590503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-9",25.17083333,80.80333333,Yes,Yes
36,2006-11-24,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,11.466666666666667,0,0,0,0,0,0,0,0,0,Garfield Bight,Bay,ACS,1,4,"DM, GB-1",25.17391667,80.79626667,Yes,No
37,2006-11-24,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,Garfield Bight,Bay,ACS,1,4,"DM, GB-3",25.1704,80.79858333,Yes,No
38,2006-11-24,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,21.333333333333332,0,0,0,0,0,0,0,0,0,Garfield Bight,Bay,ACS,1,4,"DM, GB-5",25.1769,80.7963,Yes,No
40,2006-11-24,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,Garfield Bight,Bay,ACS,1,4,"DM, GB-9",25.17083333,80.80333333,Yes,Yes
41,2006-11-24,2006,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,Garfield Bight,Bay,ACS,1,4,"DM, GB-10; R&F, W-20",25.16666667,80.80416667,Yes,No
1,2006-12-13,2006,Wet,1144,22.2,5.9,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-1",25.198,80.73333333,Yes,No
11,2006-12-13,2006,Wet,1001,22.3,18.9,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-2; R&F, S-14",25.18371667,80.75315,Yes,No
21,2006-12-13,2006,Wet,820,21.5,32.6,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
2,2006-12-13,2006,Wet,1136,22.1,6,120,NA,NA,2.21,36.5,0.34,107.35294117647058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-2",25.19333333,80.72583333,Yes,Yes
12,2006-12-13,2006,Wet,943,21.7,15.4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-3, 12",25.17083333,80.74121667,Yes,Yes
3,2006-12-13,2006,Wet,1127,22.1,6.5,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-3",25.18416667,80.72116667,Yes,No
13,2006-12-13,2006,Wet,949,21.7,15.9,107,NA,NA,10.66,49.16,0.68,72.29411764705881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-4",25.17816667,80.74466667,Yes,Yes
4,2006-12-13,2006,Wet,1153,22.5,5.4,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-4, 4",25.197,80.74666667,Yes,Yes
14,2006-12-13,2006,Wet,931,22.1,19.8,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-1",25.16636667,80.73033333,Yes,No
5,2006-12-13,2006,Wet,1131,22.9,6.3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-5, 5",25.19136667,80.71593333,Yes,Yes
15,2006-12-13,2006,Wet,903,21.6,21.3,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-2",25.15583333,80.73878333,Yes,Yes
6,2006-12-13,2006,Wet,1148,22.2,5.7,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-6",25.20416667,80.73883333,Yes,No
16,2006-12-13,2006,Wet,852,21.6,20.8,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-3",25.15416667,80.73033333,Yes,No
7,2006-12-13,2006,Wet,1120,22.9,7.1,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-7",25.17333333,80.72033333,Yes,Yes
17,2006-12-13,2006,Wet,912,21.6,20.9,75,NA,NA,9.06,56.67,0.58,97.70689655172414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-4",25.16216667,80.7265,Yes,Yes
8,2006-12-13,2006,Wet,1104,22.5,9.4,110,NA,NA,2.89,40.37,0.31,130.2258064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Lake,Middle,MCS,3,2,"R&F, 7P-9",25.17583333,80.72733333,Yes,Yes
18,2006-12-13,2006,Wet,858,21.7,20.9,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-5",25.15833333,80.73366667,Yes,No
9,2006-12-13,2006,Wet,1113,22.8,10,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Lake,Middle,MCS,3,2,"R&F, 7P-10, 9",25.18383333,80.73366667,Yes,Yes
19,2006-12-13,2006,Wet,842,21.8,31.9,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-7",25.15033333,80.7225,Yes,Yes
20,2006-12-13,2006,Wet,830,21.3,31.2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-20",25.15145,80.71673333,Yes,No
10,2006-12-13,2006,Wet,1049,22.4,19.6,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-1",25.17166667,80.735,Yes,No
31,2006-12-21,2006,Wet,944,23.2,15,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-13, 31",25.18866667,80.77973333,Yes,Yes
22,2006-12-21,2006,Wet,825,22.2,14.1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-1",25.21333333,80.84916667,Yes,No
32,2006-12-21,2006,Wet,1010,23.5,17.8,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-1",25.1775,80.77216667,Yes,No
23,2006-12-21,2006,Wet,845,22.4,13.9,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-3",25.20266667,80.85025,Yes,No
33,2006-12-21,2006,Wet,1020,23.1,21.2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-6",25.17451667,80.7685,Yes,No
24,2006-12-21,2006,Wet,850,22.3,13.9,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-4, 24",25.20225,80.84338333,Yes,Yes
34,2006-12-21,2006,Wet,1027,23.4,21.3,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-5, 34",25.17283333,80.76083333,Yes,Yes
35,2006-12-21,2006,Wet,1014,22.8,20.8,68,NA,NA,20.25,98.96,2.84,34.84507042253521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-8",25.17181667,80.77091667,Yes,Yes
25,2006-12-21,2006,Wet,905,22.8,13.9,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-7, 25",25.20166667,80.80966667,Yes,No
26,2006-12-21,2006,Wet,916,22.9,13.8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-8",25.20083333,80.8,Yes,No
27,2006-12-21,2006,Wet,910,22.8,13.8,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-11",25.2065,80.80633333,Yes,Yes
28,2006-12-21,2006,Wet,838,22.6,13.9,140,NA,NA,35.17,75.73,1.44,52.590277777777786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-13",25.20666667,80.8475,Yes,Yes
29,2006-12-21,2006,Wet,924,22.6,13.9,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-10",25.19716667,80.79798333,Yes,Yes
30,2006-12-21,2006,Wet,930,22.7,13.9,92,NA,NA,20.25,83.96,1.53,54.87581699346405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-12",25.19516667,80.78693333,Yes,Yes
1,2007-01-17,2007,Wet,952,23.4,8.3,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-1",25.198,80.73333333,Yes,No
21,2007-01-17,2007,Wet,1122,24.6,32.4,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
2,2007-01-17,2007,Wet,945,23.6,8.5,133,NA,NA,2.13,61.12,0.37,165.1891891891892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-2",25.19333333,80.72583333,Yes,Yes
12,2007-01-17,2007,Wet,859,23.7,19.8,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-3, 12",25.17083333,80.74121667,Yes,Yes
3,2007-01-17,2007,Wet,937,23.7,9.2,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-3",25.18416667,80.72116667,Yes,No
